#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STARTED_LOOTING_NAVAL_SETUP;Viking Raiders Appear;Des pillards vikings surgissent;Wikinger-Plünderer erscheinen;;Aparecen Invasores Vikingos;;;;;;;;;x
STARTED_LOOTING_NAVAL_LOG;The dragon bows of longships have been sighted off the coast of §Y$PROVINCE$§! as vikings under the fierce heathen §Y$RAIDER$§! begin to pillage and loot the county!;On a aperçu les dragons de la proue des drakkars au large des côtes de §Y$PROVINCE$§! tandis que des vikings sous les ordres du puissant païen §Y$RAIDER$§! commencent à souiller et piller le comté ! ;Der Drachenbug von Langschiffen wurde an der Küste von §Y$PROVINCE$§! gesichtet, als Wikinger unter der Führung des wilden Heiden §Y$RAIDER$§! begannen, das Land zu plündern.;;Los arcos de dragón de drakkars han sido avistados frente a la costa de §Y$PROVINCE$§! así como vikingos bajo el feroz paganismo §Y$RAIDER$§! comienzan a saquear el condado!;;;;;;;;;x
SETTLEMENT_LOOTED_SETUP;Holding Looted;Propriété pillée;Besitztum geplündert;;Propiedad Saqueada;;;;;;;;;x
BUILDING_LOOTED_SETUP;Building Destroyed by Looting;Bâtiment détruit lors du pillage;Gebäude durch Plünderung zerstört;;Edificio Destruido por Saqueo;;;;;;;;;x
BUILDING_LOOTED_LOG;§Y$BUILDING$§! in §Y$SETTLEMENT$§! destroyed by looters!;Destruction de §Y$BUILDING$§! à §Y$SETTLEMENT$§! par des pilleurs ! ;§Y$BUILDING$§! in §Y$SETTLEMENT$§! von Plünderern vernichtet!;;¡§Y$BUILDING$§! en §Y$SETTLEMENT$§! destruidos por saqueadores!;;;;;;;;;x
LOOT_SHIP_RETURNED_SETUP;Ship Returns with Loot;Navire revenant avec le butin;Schiff kehrt mit Beute zurück;;Barco Regresa con Botín;;;;;;;;;x
LOOT_SHIP_RETURNED_LOG;A fleet $AMOUNT$ has returned from raiding. §Y$OWNER$§! gains §Y$GOLD$§! gold and §Y$PRESTIGE$§! prestige;Une flotte de retour de pillages $AMOUNT$. §Y$OWNER$§! obtient §Y$GOLD$§! pièces d‘or et §Y$PRESTIGE$§! de prestige.;Eine Flotte kehrt $AMOUNT$ von einem Beutezug zurück. §Y$OWNER$§! erhält §Y$GOLD$§! Gold und §Y$PRESTIGE$§! Prestige.;;Una flota $AMOUNT$ ha regresado de asaltar. §Y$OWNER$§! gana §Y$GOLD$§! oro y §Y$PRESTIGE$§! prestigio.;;;;;;;;;x
LOOT_SHIP_RETURNED_AMOUNT_FULL;full of loot;est pleine de butin;voll Beute;;lleno de botín;;;;;;;;;x
LOOT_SHIP_RETURNED_AMOUNT_EMPTY;bearing some loot;rapporte du butin;mit einiger Beute;;cargando parte del botín;;;;;;;;;x
LOOT_CONSTRUCTION;The Construction of a $NAME$;Le bâtiment d'un(e) $NAME$;Der Bau von $NAME$;;La Construcción de un $NAME$;;;;;;;;;x
HOLDING_DESTROYED_BY_LOOTING_SETUP;Holding Destroyed by Looting;Propriété détruite lors du pillage;Besitztum durch Plünderung zerstört;;Propiedad Destruida por Saqueo;;;;;;;;;x
HOLDING_DESTROYED_BY_LOOTING_LOG;Looters have completely destroyed the $END$;Des pilleurs ont complètement ravagé la propriété '$END$';Von Plünderern komplett zerstört: $END$.;;Los saqueadores han destruido completamente el $END$;;;;;;;;;x
HOLDING_DESTROYED_BY_LOOTING_FINISHED;$TYPE$ of $NAME$ in $PROVINCE$;$TYPE$ de $NAME$ en $PROVINCE$;$TYPE$ von $NAME$ in $PROVINCE$;;$TYPE$ de un $TYPE$ en $PROVINCE$;;;;;;;;;x
HOLDING_DESTROYED_BY_LOOTING_CONSTRUCTION;construction of a $TYPE$ in $PROVINCE$;construction de $TYPE$ en $PROVINCE$;Bau von $TYPE$ in $PROVINCE$;;construcción de un $TYPE$ en $PROVINCE$;;;;;;;;;x
TRADE_POST_DESTROYED_BY_LOOTING_SETUP;Trade Post Destroyed by Looting;Comptoir détruit lors du pillage;Handelsposten durch Plünderung zerstört;;Puesto Comercial Destruido por Saqueo;;;;;;;;;x
TRADE_POST_DESTROYED_BY_LOOTING_LOG;Looters have destroyed the trade post in $PROVINCE$;Des pilleurs ont détruit le comptoir en $PROVINCE$;Plünderer haben den Handelsposten in $PROVINCE$ zerstört.;;Los saqueadores han destruido el puesto comercial en $PROVINCE$;;;;;;;;;x
LOOT_HOLDING;Loot this Holding;Piller cette propriété;Dieses Besitztum plündern;;Saquear esta Propiedad;;;;;;;;;x
CANT_LOOT_HOLDING_DONTCONTROL;In control of the holding;Contrôle cette propriété;Das Besitztum unter Kontrolle haben;;En control de la propiedad;;;;;;;;;x
CANT_LOOT_HOLDING_SAMERELIGION;Owner of holding is not §Y$RELIGION$§!;Le propriétaire de cette propriété n'est pas §Y$RELIGION$§!;Besitzer des Besitztum ist nicht §Y$RELIGION$§!;;El propietario no es §Y$RELIGION$§!;;;;;;;;;x
CANT_LOOT_HOLDING_LOOTED;Holding does not have the §YLooted§! Penalty;Cette propriété n'est pas déjà §Ypillée§!;Besitztum hat keinen §YGeplündert§! Malus;;La propiedad no tiene la pena §YSaqueado§!;;;;;;;;;x
looted_modifier;Looted;Propriété pillée;Geplündert;;Saqueado;;;;;;;;;x
CARRYING_LOOT_INSTANT;Carrying Loot;Transporte du butin;Führt Beute mit sich;;Llevando Botín;;;;;;;;;x
LOOT_DESC;This fleet is carrying §Y$LOOT$§!/§Y$MAX$§!¤ in loot. Move it to a friendly port to add the gold to your treasury;Cette flotte transporte §Y$LOOT$§!/§Y$MAX$§!¤ en butin. Amarrez-la à un port ami afin d'ajouter l'or à votre trésor;Diese Flotte transportiert §Y$LOOT$§!/§Y$MAX$§!¤ Beute. Bringt sie zu einem befreundeten Hafen, um das Gold Eurer Staatskasse zuzuführen;;Esta Flota está llevando §Y$LOOT$§!/§Y$MAX$§!¤ de botín. Muévelo a un puerto amigo para añadir el oro a tu tesorería;;;;;;;;;x
LOOTING_INSTANT;Looting;Pillage en cours;Plündert;;Saqueando;;;;;;;;;x
LOOTING_TONAVY_DESC;Any gold this unit loots will be loaded onto a fleet in $SEA$. The fleet must return home to secure the gold.;Tout or que cette unité pillera sera chargé par la flotte présente en $SEA$. La flotte devra rentrer au bercail afin de sécuriser l'or.;Von dieser Einheit geplündertes Gold wird auf eine Flotte in $SEA$ verladen. Die Flotte muss nach Hause zurückkehren, um das Gold sicher zu entladen.;;El oro que esta unidad saquee se cargará en una flota de $SEA$. La flota tiene que volver a casa para asegurar el oro.;;;;;;;;;x
LOOTING_TOOWNER_DESC;Any gold this unit loots will be added to its owner's treasury directly, since it borders the owner's realm.;Tout or que cette unité pillera sera directement ajouté à la trésorerie du propriétaire puisque le comté est frontalier au pays du propriétaire. ;Von dieser Einheit geplündertes Gold wird direkt der Staatskasse ihres Besitzers zugeführt, da es sich um ein Nachbarreich handelt.;;El oro que esta unidad saquee se añadirá a la tesorería de su dueño directamente, ya que limita con el reino del propietario.;;;;;;;;;x
LOOTING_TARGET_SHORT;Own neighbouring Province or fleet with space for loot in neighbouring Sea or River;Possède une province voisine ou une flotte avec de l'espace pour piller dans une mer ou un fleuve voisins.;Besitzt eine benachbarte Provinz oder eine Flotte mit Laderaum für Beute einer benachbarten See oder eines Flusses;;Propia Provincia vecina o flota con espacio para el botín en el mar o el río vecino;;;;;;;;;x
LOOTING_NOSHIP;Province does not border the realm of the unit's owner, nor are there any friendly ships nearby.;Ce comté n'a pas de frontière avec le pays du propriétaire de cette unité et il n'y a pas non plus de bateaux amis à proximité.;Die Provinz grenzt nicht an das Reich des Besitzers der Einheit und es sind auch keine befreundeten Schiffe in der Nähe. ;;La Provincia no limita con el reino del propietario de la unidad, ni hay naves amigas cercanas.;;;;;;;;;x
LOOTING_EMPTY;All loot in this Province is currently guarded by forts.;Tout butin dans cette province est présentement gardé dans des forts. ;Die gesamte Beute dieser Provinz wird zurzeit von Festungen bewacht.;;Todo el botín en esta Provincia está protegido actualmente por fortalezas.;;;;;;;;;x
LOOTING_EMPTY_SHORT;Province has loot that is unprotected by forts;Cette province possède du butin qui n'est pas gardé dans des forts;Es gibt in der Provinz ungeschützte Beute;;La Provincia tiene botín sin proteger por fortalezas;;;;;;;;;x
LOOTING_UNIT_LAST;This Unit is currently looting §Y$LOOT$§!;Cette unité pille actuellement §Y$LOOT$§!;Diese Einheit plündert gerade §Y$LOOT$§!;;Esta Unidad está saqueando ya §Y$LOOT$§!;;;;;;;;;x
LOOTING_NOUNIT;You have no Unit standing in the Province;Vous n'avez aucune unité postée dans ce comté;Ihr habt in der Provinz keine Einheit aufgestellt;;No tienes ninguna Unidad en la Provincia.;;;;;;;;;x
LOOTING_NOUNIT_SHORT;Has a Unit standing in the Province;A une unité postée dans le comté;Hat eine Einheit in der Provinz;;Tienes una Unidad en la Provincia;;;;;;;;;x
FAM_CONSORTS;Concubines;Concubines;Konkubinen;;Concubinas;;;;;;;;;x
FAM_LOVER;Lovers;Amants;Geliebte;;Amantes;;;;;;;;;x
CONCUBINAGE;Concubinage;Concubinage;Konkubinat;;Concubinato;;;;;;;;;x
CONCUBINAGE_DESC;This is a Concubinage. Children of concubines, though of slightly lower social status, inherit normally and will be of the father's Dynasty.;C'est du concubinage. Les enfants de concubines, bien que d'un statut social plus bas, héritent toutefois normalement et feront partie de la dynastie du père.;Dies ist ein Konkubinat. Kinder von Konkubinen sind, auch wenn sie von niedrigerem sozialen Status sind, normal erbberechtigt und gehören der väterlichen Dynastie an.;;Esto es un Concubinato. Los hijos de las concubinas, aunque de condición social ligeramente inferior, heredan normalmente y serán de la Dinastía del padre.;;;;;;;;;x
NUBILE_CONSORTS;Nubile Concubines (x§Y$NUM$§!): §G+$PRESTIGE$§!;Concubines nubiles (x§Y$NUM$§!) : §G+$PRESTIGE$§!;Ehemündige Konkubinen (x§Y$NUM$§!): §G+$PRESTIGE$§!;;Concubinas Núbiles (x§Y$NUM$§!): §G+$PRESTIGE$§!;;;;;;;;;x
DIVORCE_INTERACTION_0;Settle a divorce with §Y[Recipient.GetTitledFirstName]§! for §R$GOLD$§!¤. [Recipient.GetHerHisCap] close relatives will be insulted (§R$OPINION$§! opinion).;Divorcer [Recipient.Get_du_TitledFirstNameJ] pour §R$GOLD$§!¤. Ses proches se sentiront insultés (opinion §R$OPINION$§!).;Einigt Euch auf eine Scheidung mit §Y[Recipient.GetTitledFirstName]§! gegen §R$GOLD$§!¤. [Recipient.GetHerHisCap]e nahen Verwandten werden dies als Beleidigung auffassen (§R$OPINION$§! Meinung).;;Arreglar un divorcio con §Y[Recipient.GetTitledFirstName]§! por §R$GOLD$§!¤. Sus parientes cercanos serán insultados (§R$OPINION$§! opinión).;;;;;;;;;x
opinion_abducted_spouse;Abducted Spouse;Épouse enlevée;Entführte Ehefrau;;Cónyuge Secuestrado;;;;;;;;;x
opinion_forced_consort;Abductor;Ravisseur;Entführer;;Secuestrador;;;;;;;;;x
opinion_forced_relative_consort;Abducted Relative;Proche enlevé;Entführter Verwandter;;Pariente Secuestrado;;;;;;;;;x
opinion_forced_wife_consort;Spouse Snatcher;Ravisseur d'épouse;Ehefrau-Entführer;;Secuestrador del Cónyuge;;;;;;;;;x
child_of_consort;Child of Concubine;Enfant de concubine;Kind einer Konkubine;;Hijo de Concubina;;;;;;;;;x
child_of_consort_desc;This character was born to the concubine of a ruler. Children of concubines can inherit but are somewhat poorly regarded by others.;Ce personnage est né de la concubine d'un seigneur. Il peut donc hériter, mais n'est pas bien considéré par les autres.;Dieser Charakter wurde von der Konkubine eines Herrschers geboren. Kinder von Konkubinen sind erbberechtigt, werden von anderen aber eher herablassend behandelt.;;Este personaje nació de la concubina de un gobernante. Los hijos de las concubinas pueden heredar, pero están un poco mal considerados por los demás.;;;;;;;;;x
peasant_leader;Peasant Leader;Meneur des paysans;Bauernanführer;;Líder Campesino;;;;;;;;;x
EVTDESC660;That vile brute [From.GetBestName] has forced me to become his concubine!;[From.Get_only_Le_Title][From.GetBestName], cette vile brute, m'a forcée à devenir sa concubine !;Dieser widerwärtige Unmensch [From.GetBestName] hat mich gezwungen, seine Konkubine zu werden!;;¡Esa bestia vil [From.GetBestName] me ha obligado a convertirme en su concubina!;;;;;;;;;x
EVTOPTA660;Oh, cruel fate...;Oh, destin cruel...;Oh, grausames Schicksal...;;Oh, destino cruel…;;;;;;;;;x
EVTDESC661;[FromFrom.GetBestName] has forced my [GetFromRelation] [From.GetBestName] to become his concubine!;[FromFrom.Get_only_Le_Title][FromFrom.GetBestName] a forcé ma [GetFromRelation], [From.Get_only_le_Title][From.GetBestName], à devenir sa concubine !;[FromFrom.GetBestName] hat [GetFromRelation] [From.GetBestName] dazu gezwungen, seine Konkubine zu werden!;;¡[FromFrom.GetBestName] ha forzado a mi [GetFromRelation] [From.GetBestName] a convertirse en su concubina!;;;;;;;;;x
EVTOPTA661;[FromFrom.GetSheHeCap] will pay for this!;[FromFrom.GetIlElleCap] nous le paiera !;[FromFrom.GetSheHeCap] wird dafür büßen!;;¡[FromFrom.GetSheHeCap] pagará por esto!;;;;;;;;;x
EVTDESC662;[FromFrom.GetBestName] has forced my wife [From.GetBestName] to become his concubine!;[FromFrom.Get_only_Le_Title][FromFrom.GetBestName] a forcé ma femme, [From.Get_only_le_Title][From.GetBestName] à devenir sa concubine !;[FromFrom.GetBestName] hat meine Frau [From.GetBestName] dazu gezwungen, seine Konkubine zu werden!;;¡[FromFrom.GetBestName] ha forzado a mi mujer [From.GetBestName] a convertirse en su concubina!;;;;;;;;;x
EVTOPTA662;[FromFrom.GetSheHeCap] will pay for this!;[FromFrom.GetIlElleCap] nous le paiera !;[FromFrom.GetSheHeCap] wird dafür büßen!;;¡[FromFrom.GetBestName] pagará por esto!;;;;;;;;;x
EVTDESC297;I have decided to accept your suggestion to make [Root.GetTitledFirstName] into your concubine.;J'ai décidé d'accepter votre proposition de faire [Root.Get_du_TitledFirstName] votre concubine.;Ich habe beschlossen, Eurem Vorschlag zuzustimmen und [Root.GetTitledFirstName] zu Eurer Konkubine zu machen.;;He decidido aceptar tu sugerencia de convertir a [Root.GetTitledFirstName] en tu concubina.;;;;;;;;;x
EVTDESC298;I reject your insulting suggestion. [Root.GetTitledFirstName] will never become your concubine.;Je rejette votre insultante proposition. [Root.Get_Le_TitledFirstName] ne deviendra jamais votre concubine. ;Das ist ein beleidigender Vorschlag. [Root.GetTitledFirstName] wird niemals zu Eurer Konkubine.;;Rechazo tu insultante sugerencia. [Root.GetTitledFirstName] nunca será tu concubina.;;;;;;;;;x
EVTDESC304;[FromFrom.Mother.GetFirstName] has borne the child of another man! I cannot believe this betrayal!;[FromFrom.Mother.GetFirstName] a donné naissance à un enfant d'un autre homme ! Je ne peux croire à cette trahison !;[FromFrom.Mother.GetFirstName] hat das Kind eines anderen Mannes geboren! Ich kann diesen Verrat nicht fassen!;;[FromFrom.Mother.GetFirstName] ha dado a luz al bebé de otro hombre! No puedo creer esta traición!;;;;;;;;;x
EVTDESC410;I am surely with child... my lord will be pleased.;Je porte sûrement un enfant... mon seigneur en sera ravi.;Ich trage mit Sicherheit ein Kind unter dem Herzen... mein Lord wird beglückt sein.;;Estoy seguro que con el bebé... mi señor estará contento.;;;;;;;;;x
EVTDESC412;Oh dear, I must be with child. Will my lord believe it is his?;Oh mon Dieu, je porte probablement un enfant. Mon seigneur croira-t-il qu'il est le sien ?;Oh nein, ich erwarte sicher ein Kind. Wird mein Lord glauben, dass es das Seine ist?;;Dios mío, tengo que estar con el bebé. ¿Creerá mi señor que es suyo?;;;;;;;;;x
EVTOPTA412;Good news darling!;Bonne nouvelle, chéri !;Gute Neuigkeiten, Liebling!;;¡Buenas noticias cariño!;;;;;;;;;x
EVTDESC413;Fate smiles upon me, my concubine [From.GetFirstName] is pregnant!;Le destin me sourit : ma concubine [From.GetFirstName] est enceinte !;Das Schicksal meint es gut mit mir, meine Konkubine [From.GetFirstName] ist schwanger!;;El destino me sonríe, mi concubina [From.GetFirstName] está embarazada!;;;;;;;;;x
EVTTOOLTIP413;Tell §Y[Root.FatherOfUnborn.GetFirstName]§! he will be a father;Dites à §Y[Root.FatherOfUnborn.GetFirstName]§! qu'il sera père;Sagt §Y[Root.FatherOfUnborn.GetFirstName]§!, dass er Vater wird;;Dile a §Y[Root.FatherOfUnborn.GetFirstName]§! que será padre;;;;;;;;;x
SEARCH_COURT;Search Court;Cour;Hof-Suche;;Buscar Corte;;;;;;;;;x
HINT_MIL_VIEW_TEXT_4;The 'Holy Orders' tab lists the great religious knighthoods. They can be employed like mercenaries, but instead of gold, it will cost you [Player.Religion.GetPietyName] to raise them. However, you will still have to pay for their maintenance. The Holy Orders appear on their historical foundation dates, and will only fight against heretics and infidels.;L'onglet 'Ordres saints' dresse une liste des grandes chevaleries religieuses. On peut utiliser celles-ci comme des mercenaires, mais au lieu de pièces d'or pour les engager, il en coûtera du [Player.Religion.GetPietyName]. Cependant, il faudra quand même payer pour leur entretien. Les ordres saints apparaissent au moment de la date historique de leur fondation et combattront seulement les hérétiques et les infidèles.    ;Der Reiter "Heilige Orden" listet die größten religiösen Rittergemeinschaften auf. Sie können wie Söldner eingesetzt werden, kosten allerdings [Player.Religion.GetPietyName] anstelle von Gold. Zudem müsst Ihr für ihren Unterhalt aufkommen. Die Heiligen Orden erscheinen an ihren historischen Gründungsdaten und kämpfen nur gegen Ketzer und Ungläubige.;;La lista Órdenes Sagradas" enumera los grandes títulos de caballeros religiosos. Pueden ser empleados como mercenarios, pero en vez de oro, te costará [Player.Religion.GetPietyName] criarlos. Sin embargo, aún tendrás que pagar por su mantenimiento. Las Órdenes Sagradas aparecen en sus fechas de fundación históricas, y sólo van a luchar contra los herejes e infieles.;;;;;;;;;x
LOADING_TIP_12;Holy orders will only fight against heretics and infidels. Be careful when using them in battle!;Les ordres saints ne combattront que les hérétiques et les infidèles. Soyez donc vigilant lorsque vous les utilisez au cours de batailles !  ;Heilige Orden kämpfen nur gegen Ketzer und Ungläubige. Seid vorsichtig, wenn Ihr sie im Kampf einsetzt!;;Las órdenes sagradas sólo lucharán contra los herejes e infieles. ¡Ten cuidado al usarlas en batalla!;;;;;;;;;x
EVTDESC62300;Your invasion plans against [From.GetTitledName] are no longer possible. The invasion has failed before it even started...;Vos plans d'invasion contre [From.Get_le_TitledName] ne sont plus possibles. L'invasion a échoué avant même qu'elle ne débute...;Eure Invasionspläne gegen [From.GetTitledName] sind nicht länger möglich. Die Invasion ist noch vor ihrem Beginn fehlgeschlagen...;;Tus planes de invasión contra [From.GetTitledName] ya no son posibles. La invasión ha fallado antes de comenzar...;;;;;;;;;x
EVTOPTA62300;Odin forgive!;Pardonne, Odin !;Möge Odin vergeben!;;¡Perdón Odín!;;;;;;;;;x
EVTDESC62310;You have waited too long to launch your invasion against [From.GetTitledName]! Disgruntled, the hopeful warriors who had flocked to your banner wander off looking for better opportunities.;Vous avez attendu trop longtemps avant de lancer l'invasion contre [From.Get_le_TitledName] ! Mécontents, les guerriers pleins d'espoir qui s'étaient rangés sous votre étendard se dispersent à la recherche d'autres opportunités.;Ihr habt zu lange gewartet, um Eure Invasion gegen [From.GetTitledName] zu starten! Missmutig ziehen die wackeren Krieger, die sich unter Eurem Banner versammelt hatten, auf der Suche nach besseren Gelegenheiten von dannen.;;¡Has esperado demasiado tiempo para lanzar tu invasión contra [From.GetTitledName]! Descontentos, los esperanzados guerreros que habían acudido a tu bandera vagan en busca de mejores oportunidades.;;;;;;;;;x
EVTOPTA62310;Raven God have mercy!;Aie pitié, Dieu Corbeau !;Möge der Rabengott gnädig sein!;;¡Dios Cuervo ten piedad!;;;;;;;;;x
EVTDESC62320;Large numbers of adventurous carls have arrived from all corners of Scandinavia, hoping to join your great expedition against [From.GetTitledName]!;De nombreux carls aventureux sont arrivés depuis les quatre coins de la Scandinavie, dans l'espoir de prendre part à votre grande expédition contre [From.Get_le_TitledName] !;Eine große Zahl abenteuerhungriger Huscarls kam aus allen Ecken Skandinaviens in der Hoffnung, Eurer großen Expedition gegen [From.GetTitledName] beitreten zu können!;;¡Un gran número de carls aventureros han llegado de todos los rincones de Escandinavia, con la esperanza de unirse a tu gran expedición contra [From.GetTitledName]!;;;;;;;;;x
EVTOPTA62320;Prepare food and beds!;Préparez la nourriture et les lits !;Bereitet Nahrung und Betten vor!;;¡Preparad comida y camas!;;;;;;;;;x
EVTDESC62321;A renowned hero has arrived at your court with his housecarls and followers, hoping to partake in your glorious invasion of [From.GetTitledName]!;Un héros de renom est arrivé à votre cour, accompagné de ses huscarls et de ses partisans, dans l'espoir de prendre part à votre glorieuse invasion contre [From.Get_le_TitledName] !;Ein berühmter Held ist an Eurem Hofe mit seinen Huscarls und seinem Gefolge angekommen, in der Hoffnung, an Eurer glorreichen Invasion von [From.GetTitledName] teilnehmen zu können!;;Un héroe de renombre ha llegado a la corte con sus guardaespaldas y seguidores, con la esperanza de participar en la gloriosa invasión de [From.GetTitledName]!;;;;;;;;;x
EVTOPTA62321;Make room at the high table!;Faites une place à la table d'honneur !;Macht Platz an der königlichen Tafel!;;¡Haced espacio en la mesa principal!;;;;;;;;;x
EVTDESC62900;There are great opportunities for plunder and glory in England, with the sons of Lodbrok exacting their vengeance on the Saxon kings. My Carls are growing restless, anxious to join the great adventure...;Les opportunités de pillage et de gloire sont nombreuses en Angleterre, avec les fils de Lodbrok qui assouvissent leur vengeance sur les rois saxons. Mes carls sont de plus en plus agités, impatients de se joindre à la grande aventure...;Es gibt in England günstige Gelegenheiten für Ruhm und Plünderungen, während die Söhne Lodbroks ihre Rache an den sächsischen Königen ausüben. Meine Huscarls werden unruhig, das große Abenteuer ruft nach ihnen...;;Hay grandes oportunidades para el saqueo y la gloria en Inglaterra, con los hijos de Lodbrok exigiendo su venganza a los Reyes Sajones. Mis Carls están cada vez más inquietos, ansiosos de unirse a la gran aventura...;;;;;;;;;x
EVTOPTA62900;The Raven will Fly over Mercia!;Le Corbeau volera au-dessus de la Mercie ! ;Der Rabe wird über Mercien fliegen!;;¡El Cuervo sobrevolará Mercia!;;;;;;;;;x
EVTOPTB62900;The Raven will Fly over Wessex!;Le Corbeau volera au-dessus du Wessex !;Der Rabe wird über West-Sachsen fliegen!;;¡El Cuervo sobrevolará Wessex!;;;;;;;;;x
EVTOPTC62900;The Raven will Fly over Scotland!;Le Corbeau volera au-dessus de l'Écosse !;Der Rabe wird über Schottland fliegen!;;¡El Cuervo sobrevolará Escocia!;;;;;;;;;x
EVTOPTD62900;This is a bad idea...;Ceci est une mauvaise idée...;Das ist keine gute Idee...;;Es una mala idea…;;;;;;;;;x
EVTOPTA62900_TT;Prepare an Invasion of Mercia\n;Préparer à envahir la Mercie\n;Bereitet eine Invasion gegen Mercien vor\n;;Preparar una Invasión de Mercia\n;;;;;;;;;x
EVTOPTB62900_TT;Prepare an Invasion of Wessex\n;Préparer à envahir le Wessex\n;Bereitet eine Invasion gegen West-Sachsen vor\n;;Preparar una Invasión de Wessex\n;;;;;;;;;x
EVTOPTC62900_TT;Prepare an Invasion of Scotland\n;Préparer à envahir l'Écosse\n;Bereitet eine Invasion gegen Schottland vor\n;;Preparar una Invasión de Escocia\n;;;;;;;;;x
EVTDESC62901;In the name of the Allfather, the Hanged One, the Flaming Eye, I declare my intention to invade your lands and subjugate your people. Richly shall the ravens feast!\n\n[From.GetTitledName];Au nom du Père de tout, du Pendu, de l'Oeil de flamme, je fais part de mes intentions d'envahir vos terres et s'assujettir votre peuple. Riche sera le festin des corbeaux !\n\n[From.GetTitledName];Im Namen des Allvaters, des Gehängten, des flammenden Auges, erkläre ich meine Absicht, in Euer Land einzumarschieren und Euer Volk zu unterwerfen. Mögen die Raben ein Festmahl haben!\n\n[From.GetTitledName];;En el nombre del Padre de Todos, el Colgado, el Ojo Llameante, declaro mi intención de invadir tus tierras y subyugar a tu pueblo. ¡El festín de los cuervos será abundante!\n\n[From.GetTitledName];;;;;;;;;x
EVTOPTA62901;We shall be prepared!;Nous devrions nous préparer !;Wir werden vorbereitet sein!;;¡Debemos estar preparados!;;;;;;;;;x
EVTNAME_TOG_001;The Fall of Kiev;La chute de Kiev;Das Ende von Kiew;;La Caída de Kiev;;;;;;;;;x
EVTDESC_TOG_001;Brave Mongol warriors have poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.;De braves guerriers mongols ont pénétré par la Porte dorée de Kiev et ont saccagé ce qui fut autrefois l'une des plus grandes plateformes commerciales. Ne restaient de la ville que des ruines fumantes et le Dniepr a désormais la teinte rouge du sang des habitants.;Tapfere mongolische Krieger sind durch die goldenen Tore von Kiew gedrungen und zwangen den einstmals stolzen Handelsposten in die Knie. Die Stadt blieb als rauchende Ruine zurück und der Dnjepr fließt rot vom Blut der einstigen Einwohner.;;Valientes guerreros Mongoles han salido en masa por las Puertas Doradas de Kiev y han saqueado el una vez orgulloso centro de comercio. Se ha dejado la ciudad en una ruina humeante y el Dnieper ahora corre rojo con la sangre de sus antiguos habitantes.;;;;;;;;;x
EVTOPTA_TOG_001;They shall never forget our might.;Jamais ils n'oublieront notre puissance.;Sie werden unsere Macht niemals vergessen.;;Nunca deberían olvidar nuestro poderío.;;;;;;;;;x
EVTNAME_TOG_002;The Fall of Novgorod;La chute de Novgorod;Das Ende von Nowgorod;;La Caída de Novgorod;;;;;;;;;x
EVTDESC_TOG_002;Novgorod has been stormed by Mongol warriors and the city's inhabitants are now paying the ultimate price for their arrogance. The Cathedral of Saint Sophia is engulfed in flames as the warriors loot that which can be carried away and put the rest to the torch.;Novgorod a été mise à sac par les guerriers mongols et ses habitants paient maintenant l'ultime prix de leur arrogance. La cathédrale Sainte-Sophie est ravagée par les flammes tandis que les guerriers pillent tout ce qui peut être emporté avant d'enflammer ce qui reste.;Nowgorod wurde von den mongolischen Kriegern erstürmt und seine Einwohner zahlen nun einen schrecklichen Preis für ihre Arroganz. Die Kathedrale von Sankt Sophia ist in Flammen gehüllt und die Krieger plündern und brandschatzen alles, was nicht niet- und nagelfest ist und überlassen den Rest dem Flammenmeer.;;Novgorod ha sido asaltada por los guerreros Mongoles y los habitantes de la ciudad están ahora pagando el precio más alto por su arrogancia. La Catedral de Santa Sofía está envuelta en llamas ya que los guerreros saquean lo que pueden cargar y ponen el resto bajo la antorcha.;;;;;;;;;x
EVTNAME_TOG_003;The Fall of Krakow;La chute de Cracovie;Das Ende von Krakau;;La Caída de Cracovia;;;;;;;;;x
EVTDESC_TOG_003;Mongol armies continue to push beyond the Vistula and into Poland. Krakow has now fallen to the skilled warriors, and it is said that at night the flames from the burning city can be seen from untold leagues away.;Les Mongols continuent leur progression au-delà de la Vistule et ont atteint la Pologne. Cracovie est tombée aux mains de l'envahisseur et on entend dire que les flammes de la ville incendiée sont visibles de très loin durant la nuit.;Mongolische Armeen drängen über die Weichsel und nach Polen. Krakau ist nun in die Hände der erfahrenen Krieger gefallen und man sagt, dass die Flammen der brennenden Stadt nachts noch viele Meilen entfernt gesehen werden können.;;Ejércitos Mongoles continúan oprimiendo más allá del Vístula y en Polonia. Cracovia ha caído bajo los guerreros expertos, y se dice que por la noche las llamas de la ciudad ardiente se ven desde innumerables leguas de distancia.;;;;;;;;;x
EVTNAME_TOG_004;The Fall of Aachen;La chute d'Aix-la-Chapelle;Das Ende von Aachen;;La Caída de Aquisgrán;;;;;;;;;x
